wavelength_nm,mean,std,min,max,n_pixels,class_name
1987.48,0.015052356163451358,0.0068054292376802964,0.0001,0.1012,29391,forest
1992.92,0.020150505256711113,0.009366305304624676,0.0,0.1359,29391,forest
1998.36,0.024035521077881105,0.011525336788615155,0.0,0.1584,29391,forest
2003.8,0.03054918172229604,0.01784747999822906,0.0,0.1627,29391,forest
2009.24,0.021458398829573618,0.01121147161416921,0.0,0.1384,29391,forest
2014.68,0.024982011500119146,0.012946173880794125,0.0,0.1498,29391,forest
2020.12,0.02099537613555173,0.009984850214599628,0.0,0.1278,29391,forest
2025.56,0.023196638426729366,0.010417941227390908,0.0,0.1409,29391,forest
2031.0,0.0248510088122216,0.010986036433374724,0.0014,0.1458,29391,forest
2036.44,0.026628913613010854,0.011650829387816577,0.002,0.1583,29391,forest
2041.88,0.028297948351536182,0.012302776730763786,0.0022,0.1651,29391,forest
2047.32,0.02906755809601575,0.012652378259674234,0.0014,0.1671,29391,forest
2052.76,0.03126074988942167,0.013666689686153862,0.0,0.1737,29391,forest
2058.2,0.027272022047565472,0.011950127912247548,0.0,0.1499,29391,forest
2063.65,0.029890418835698054,0.013034782350840783,0.0,0.1634,29391,forest
2069.09,0.029003575924602638,0.012616724150139765,0.0004,0.1538,29391,forest
2074.53,0.02947318907148456,0.012773878230817081,0.0,0.1554,29391,forest
2079.97,0.030094780715184993,0.012947664065066216,0.003,0.1597,29391,forest
2085.41,0.03147096390051401,0.013525121159084072,0.0025,0.1612,29391,forest
2090.85,0.03193398659453593,0.013677223836776062,0.0024,0.1638,29391,forest
2096.29,0.03264773229900291,0.013929593396060579,0.0038,0.1659,29391,forest
2101.73,0.03296012044503391,0.014044733237672203,0.004,0.166,29391,forest
2107.17,0.03317627845258702,0.014109458314470127,0.0033,0.1646,29391,forest
2112.61,0.03420500153108114,0.014516024073725545,0.0031,0.1649,29391,forest
2118.05,0.03469397774829034,0.014693658253028867,0.0032,0.1673,29391,forest
2123.49,0.03476853458541751,0.014682777917087882,0.0048,0.1677,29391,forest
2128.93,0.03567597563880107,0.015034724518731765,0.0032,0.168,29391,forest
2134.37,0.036411421863835995,0.015324296386370792,0.0046,0.1729,29391,forest
2139.81,0.03682912796434275,0.0154684138246983,0.0002,0.1712,29391,forest
2145.25,0.037541873362594375,0.015713003823628623,0.0041,0.1728,29391,forest
2150.69,0.03903335715014803,0.016296920698341846,0.0041,0.1814,29391,forest
2156.13,0.03807727195399965,0.01595245133392532,0.0035,0.1754,29391,forest
2161.57,0.039700677078017076,0.016577036774755038,0.0038,0.1828,29391,forest
2167.02,0.03901284406791207,0.01629519385217523,0.0037,0.1779,29391,forest
2172.46,0.03952938994930462,0.016466255071272144,0.0033,0.1778,29391,forest
2177.9,0.03996467285903869,0.016629726240151202,0.0023,0.1815,29391,forest
2183.34,0.0409409104828005,0.017038164204021374,0.0048,0.1872,29391,forest
2188.78,0.03981986662583787,0.016558215498845247,0.0025,0.1777,29391,forest
2194.22,0.0422053417712903,0.0175565662382768,0.0038,0.1894,29391,forest
2199.66,0.04278778877887813,0.017825091680338682,0.0043,0.1893,29391,forest
2205.1,0.04151439556326765,0.01734572116822385,0.0036,0.182,29391,forest
2210.54,0.04200133374162172,0.017565667962639753,0.0041,0.1833,29391,forest
2215.98,0.0436881936647274,0.018224502613666527,0.0026,0.1873,29391,forest
2221.42,0.043372226191691135,0.018105119537349907,0.003,0.1929,29391,forest
2226.86,0.043140440951311615,0.01800115688683802,0.003,0.1885,29391,forest
2232.3,0.04311636215167891,0.01806672005776094,0.0015,0.193,29391,forest
2237.74,0.042222136028036206,0.017736568067945376,0.0032,0.1855,29391,forest
2243.18,0.04152935592528338,0.017477092392023795,0.0033,0.1803,29391,forest
2248.62,0.039898019801980475,0.01689574438885836,0.0007,0.1702,29391,forest
2254.06,0.03918153516382567,0.016638044689913322,0.0,0.1704,29391,forest
2259.5,0.03778189581844795,0.0160364508626332,0.0007,0.1713,29391,forest
2264.94,0.035772062876390905,0.015299020433594913,0.0017,0.1596,29391,forest
2270.39,0.034864084243475944,0.014925404453673314,0.0008,0.1535,29391,forest
2275.83,0.03369886019529771,0.014528665112911671,0.0001,0.1494,29391,forest
2281.27,0.033172852233676935,0.014265869715786026,0.0014,0.1523,29391,forest
2286.71,0.032710333095165134,0.014101038805744886,0.0003,0.1546,29391,forest
2292.15,0.033183518764247764,0.014312401221804171,0.001,0.1566,29391,forest
2297.59,0.03098043959035089,0.013461392205852461,0.0,0.1519,29391,forest
2303.03,0.029608754380592912,0.012870848706564885,0.0003,0.1423,29391,forest
2308.47,0.028689945901806485,0.012473884715612841,0.0002,0.1367,29391,forest
2313.91,0.030352573917185665,0.013178557525567194,0.0,0.1489,29391,forest
2319.35,0.03074343846755806,0.013413758447552908,0.0003,0.1532,29391,forest
2324.79,0.02628963628321616,0.011564305089447991,0.0,0.1271,29391,forest
2330.23,0.027201064951856077,0.011935461039987204,0.0,0.1326,29391,forest
2335.67,0.027873917185532983,0.012268521124362101,0.0,0.1397,29391,forest
2341.11,0.02786511176890896,0.012358408864826547,0.0,0.1341,29391,forest
2346.55,0.025607080398761584,0.011688010154579886,0.0,0.1356,29391,forest
2351.99,0.02502995474805197,0.011708834120267141,0.0,0.1254,29391,forest
2357.43,0.022079949644448975,0.010352229443523762,0.0,0.1167,29391,forest
2362.87,0.023897179408662445,0.01099560445472198,0.0,0.1346,29391,forest
2368.32,0.029507008948317637,0.013751233661947294,0.0,0.1543,29391,forest
2373.76,0.023478088530502594,0.011334363959357075,0.0,0.1259,29391,forest
2379.2,0.02343288761865879,0.011538584546590389,0.0,0.1233,29391,forest
2384.64,0.02409919022830107,0.01222624534435636,0.0,0.136,29391,forest
2390.08,0.02005012078527431,0.010233782258867919,0.0,0.1096,29391,forest
2395.52,0.020787336259399058,0.010321770065084767,0.0,0.1178,29391,forest
2400.96,0.02142634139702626,0.010681368709694177,0.0,0.1146,29391,forest
2406.4,0.02458725119934671,0.0127916704952885,0.0,0.1331,29391,forest
2411.84,0.022862648429791552,0.012500877567624656,0.0,0.1216,29391,forest
2417.28,0.024393392535129954,0.01489884885043347,0.0,0.1152,29391,forest
2422.72,0.016387247796944508,0.009442993518466662,0.0,0.0817,29391,forest
2428.16,0.017331822666802783,0.009491245095117284,0.0,0.0921,29391,forest
2433.6,0.0332058793508222,0.0182300778051784,0.0,0.196,29391,forest
2439.04,0.016004161137763328,0.009191006820031586,0.0,0.0819,29391,forest
2444.48,0.03178598890816942,0.01847632360246381,0.0,0.1732,29391,forest
2449.92,0.0359770746146776,0.025343800940266767,0.0,0.1942,29391,forest
2455.36,0.015978061311285686,0.010132901671732164,0.0,0.0744,29391,forest
2460.8,0.025053812391548542,0.01492661576265514,0.0,0.1267,29391,forest
2466.24,0.02629067061345317,0.017085891063164646,0.0,0.1269,29391,forest
2471.69,0.044005940594059365,0.03033994896150071,0.0,0.1864,29391,forest
2477.13,0.03761811098635647,0.02687776143074044,0.0,0.1912,29391,forest
2482.57,0.1450282297301895,0.10872311780831612,0.0,0.6992,29391,forest
2488.01,0.1956561158177675,0.15092399496146033,0.0,1.2428,29391,forest
2493.45,0.33744671498077605,0.2584426327668315,0.0,1.4956,29391,forest
2498.89,0.09494089347079106,0.07219168913573144,0.0,0.6131,29391,forest
